numeric_claim_id,section,line_or_table,exact_text,numeric_tokens,claim_class,frozen_authority,authority_key_or_row,display_transform,verification_status,notes
"QNUM0598","#### 4.3.2 RefQ role 与局部结构指标","line 598","| non_project_reference_share | 8.102006048589736 | 0.5239001025927504 | 0.6503512211269106 | 0.0 | 6.068850583983892 | 0.41552179342333495 | 0.5078599697396317 | 0.00035489991744274107 | computed | Not supported |","8.102006048589736;0.5239001025927504;0.6503512211269106;0.0;6.068850583983892;0.41552179342333495;0.5078599697396317;0.00035489991744274107","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0599","#### 4.3.2 RefQ role 与局部结构指标","line 599","| comment_reference_density | 8.020262455606797 | 0.5321055445583813 | 0.6503512211269106 | 0.0 | 13.690275567561084 | 0.033293946311399994 | 0.10572441022871217 | 0.039640595709077756 | computed | Not supported |","8.020262455606797;0.5321055445583813;0.6503512211269106;0.0;13.690275567561084;0.033293946311399994;0.10572441022871217;0.039640595709077756","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0600","#### 4.3.2 RefQ role 与局部结构指标","line 600","| out_degree | 23.70761894422262 | 0.004788297114467886 | 0.013184709613940915 | 0.04166464290148051 | 10.075483276612793 | 0.12150903552252654 | 0.222766565124632 | 0.02100764575573605 | computed | Label-mode sensitive |","23.70761894422262;0.004788297114467886;0.013184709613940915;0.04166464290148051;10.075483276612793;0.12150903552252654;0.222766565124632;0.02100764575573605","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0601","#### 4.3.2 RefQ role 与局部结构指标","line 601","| out_strength | 20.138348712631924 | 0.01707753803985966 | 0.031308819739742706 | 0.0315533957864927 | 9.530592101108267 | 0.1458628557970212 | 0.22921305910960474 | 0.018198928356228182 | computed | Label-mode sensitive |","20.138348712631924;0.01707753803985966;0.031308819739742706;0.0315533957864927;9.530592101108267;0.1458628557970212;0.22921305910960474;0.018198928356228182","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0602","#### 4.3.2 RefQ role 与局部结构指标","line 602","| in_degree | 23.207844112848196 | 0.005746024211125482 | 0.013184709613940915 | 0.04024885017804022 | 14.18117559026689 | 0.0276765260027091 | 0.10572441022871217 | 0.04217100819725201 | computed | Label-mode sensitive |","23.207844112848196;0.005746024211125482;0.013184709613940915;0.04024885017804022;14.18117559026689;0.0276765260027091;0.10572441022871217;0.04217100819725201","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0603","#### 4.3.2 RefQ role 与局部结构指标","line 603","| in_strength | 23.09196401488599 | 0.005993049824518598 | 0.013184709613940915 | 0.03992057794585266 | 11.702542284707064 | 0.0689433696864442 | 0.15167541331017725 | 0.029394547859314765 | computed | Label-mode sensitive |","23.09196401488599;0.005993049824518598;0.013184709613940915;0.03992057794585266;11.702542284707064;0.0689433696864442;0.15167541331017725;0.029394547859314765","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0604","#### 4.3.2 RefQ role 与局部结构指标","line 604","| local_clustering | 25.660858807204246 | 0.0023208464921365287 | 0.012764655706750908 | 0.057057735641110434 | 12.186608932408491 | 0.03231836811830079 | 0.10572441022871217 | 0.04606800597697751 | computed | Label-mode sensitive |","25.660858807204246;0.0023208464921365287;0.012764655706750908;0.057057735641110434;12.186608932408491;0.03231836811830079;0.10572441022871217;0.04606800597697751","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0605","#### 4.3.2 RefQ role 与局部结构指标","line 605","| betweenness_brokerage | 11.268021899438587 | 0.25778389670577034 | 0.40508898053763914 | 0.007767198285748585 | 7.346295978902921 | 0.19613320736956047 | 0.26968316013314564 | 0.015040358839121288 | computed | Not supported |","11.268021899438587;0.25778389670577034;0.40508898053763914;0.007767198285748585;7.346295978902921;0.19613320736956047;0.26968316013314564;0.015040358839121288","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0606","#### 4.3.2 RefQ role 与局部结构指标","line 606","| project_age_years_at_2023_end | 33.09512217039924 | 0.00012855369064389884 | 0.0014140905970828873 | 0.06864707171053916 | 13.304650379098037 | 0.03844524008316806 | 0.10572441022871217 | 0.03804505405780228 | computed | Label-mode sensitive |","2023;33.09512217039924;0.00012855369064389884;0.0014140905970828873;0.06864707171053916;13.304650379098037;0.03844524008316806;0.10572441022871217;0.03804505405780228","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0608","#### 4.3.2 RefQ role 与局部结构指标","line 608","以 out-degree 为例，include_mixed 的 Kruskal-Wallis H=23.70761894422262、raw p=0.004788297114467886、FDR p=0.013184709613940915、epsilon-squared=0.04166464290148051；exclude_mixed_or_multilabel 的 H=10.075483276612793、raw p=0.12150903552252654、FDR p=0.222766565124632、epsilon-squared=0.02100764575573605。这一对照说明标签处理口径会改变组间比较结果，不能只报告单一口径的显著性。","23.70761894422262;0.004788297114467886;0.013184709613940915;0.04166464290148051;10.075483276612793;0.12150903552252654;0.222766565124632;0.02100764575573605","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0610","#### 4.3.3 Project-age comparison 与解释边界","line 610","#### 4.3.3 Project-age comparison 与解释边界","4.3;3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0611","#### 4.3.3 Project-age comparison 与解释边界","line 611","project age at 2023 end 是横截面属性，不是时间序列。include_mixed 口径下，project age 的 H=33.09512217039924、raw p=0.00012855369064389884、FDR p=0.0014140905970828873、epsilon-squared=0.06864707171053916；exclude_mixed_or_multilabel 口径下，H=13.304650379098037、raw p=0.03844524008316806、FDR p=0.10572441022871217、epsilon-squared=0.03804505405780228。因此，项目年龄的子领域差异同样对标签处理敏感。","2023;33.09512217039924;0.00012855369064389884;0.0014140905970828873;0.06864707171053916;13.304650379098037;0.03844524008316806;0.10572441022871217;0.03804505405780228","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0616","## 5 讨论","line 616","## 5 讨论","5","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0618","### 5.1 Reference Quotient 在开源 DBMS 生态中的解释意义","line 618","### 5.1 Reference Quotient 在开源 DBMS 生态中的解释意义","5.1","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0626","### 5.2 与既有 OSS 引用网络研究的关系","line 626","### 5.2 与既有 OSS 引用网络研究的关系","5.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0628","### 5.2 与既有 OSS 引用网络研究的关系","line 628","既有 Reference Coupling、GitHub 引用网络和软件生态研究为本文提供领域问题基础。尤其是，Blincoe 等人的 Reference Coupling 已将 cross-project references 构造成 directed、count-weighted 的 project-level network，并用于 ecosystem/community 或 dependency-oriented analysis；本文明确承认 project-level aggregation、direction 和 count weighting 并非新的操作 [@blincoe2015ecosystems; @blincoe2019referencecoupling]。IREL 则提供了 GitHub project-reference identification、URL/Num/SHA extraction 和 project identity/rename resolution 的经验先例 [@liu2022irel]。在数学基础方面，Loukas 的 graph coarsening/contraction 语言、Sánchez-García 的 quotient-network aggregation 和 Xiao 等人的 network-quotient background 分别承担不同责任 [@loukas2019graphreduction] [@sanchezgarcia2020quotientnetwork] [@xiao2008networkquotients]。本文不提出新的通用 graph coarsening algorithm，也不把 RefQ 写成 Reference Coupling 的替代物。本文的 bounded methodological contribution 是对已有 direct project-reference aggregation 进行 formalization/reframing：将 observable fine-grained Reference evidence 与 quotient-eligible project-mappable subset 分层，并把 endpoint eligibility、semantic membership、aggregation、self-loop/non-project policy、seed-centered observation 和 relation interpretation 显式写成 construction and observation contract，以 paper-specific RefQ 形式在 DBMS ecosystem 中实例化与分析。","015;019;022;020;008","HISTORICAL_COMPARISON","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","historical citation-year tokens; no final scientific result"
"QNUM0636","### 5.3 实践含义与使用边界","line 636","### 5.3 实践含义与使用边界","5.3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0644","### 5.4 RQ 归纳与解释边界","line 644","### 5.4 RQ 归纳与解释边界","5.4","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0646","### 5.4 RQ 归纳与解释边界","line 646","- **RQ1：讨论驱动与内外部 Reference evidence 分化**。DBMS Reference behavior 表现为讨论场景中的 Reference evidence、外部资源指向、项目内部与外部 Reference 并存，以及协作规模、讨论深度和引用密度互补。这一归纳由当前 RQ1 artifacts 与表 4.1 至表 4.6a 支持；external-reference share 只表示可观测证据比例，不直接测量 dependency 或组织开放性。","4.1;4.6","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0647","### 5.4 RQ 归纳与解释边界","line 647","- **RQ2a/RQ2b/RQ2c：source-role、target-role 与无向派生结构**。RQ2 输出分别给出 source-side range/strength、target-side coverage/concentration 和 undirected structural view。9,595 条 directed cross-project edges 与 9,547 条 undirected edges 具有不同 operator/view provenance，不能混用；canonical 35-community result 只是一个确定性 reference realization，50-seed sensitivity 将其限定为 algorithmic modular neighborhood view；Louvain communities 和 brokerage candidates 也只作算法结构观察。","9,595;9,547;35;50","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0648","### 5.4 RQ 归纳与解释边界","line 648","- **RQ3：子领域差异的局部性与非均质性**。Reference composition 指标未在两种标签口径下通过 FDR；若干 role/local-structure 指标只在 include_mixed 下通过，因此 RQ3 的结论是局部、非均质且 label-mode sensitive，不泛化为所有指标的稳健显著差异。项目年龄始终按 cross-sectional 2023 association 解释。","2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0652","## 6 Threats to Validity（有效性威胁）","line 652","## 6 Threats to Validity（有效性威胁）","6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0656","### 6.1 Construct Validity（构想效度）","line 656","### 6.1 Construct Validity（构想效度）","6.1","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0662","### 6.2 Internal Validity（内部效度）","line 662","### 6.2 Internal Validity（内部效度）","6.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0664","### 6.2 Internal Validity（内部效度）","line 664","内部效度威胁主要来自 Reference extraction、实体校验、membership mapping/repository resolution 和 quotient construction 过程。首先，GH_CoRE 是本文内部实现的协作 Reference relation 处理链，依赖规则、正则模式和 GitHub API（包括 GraphQL 与 REST 接口）的可访问对象校验识别引用对象；IREL 仅作为 GitHub 项目间引用识别规则框架的参考来源 [@liu2022irel]。尽管显式引用格式相对稳定，版本号、短哈希、URL 变体、失效链接、自然语言隐含引用以及自动化 bot 或平台生成链接仍可能导致误报或漏报 [@githubdocs2026autolinked; @githubdocs2026linkingprissue]。其次，fine-grained entity type resolution 和 repository membership resolution 可能出错，错误会传播到 RefQ relation。第三，自动化事件、机器人账号和批量提交可能放大某些引用类型的数量，从而影响边权和部分网络结构指标。第四，membership-induced graph coarsening 会将底层异质 Reference relations 聚合为项目间边，这一过程提高了结构可解释性，但会损失具体工件级语义。","022;026","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0668","### 6.3 External Validity（外部效度）","line 668","### 6.3 External Validity（外部效度）","6.3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0672","### 6.3 External Validity（外部效度）","line 672","同时，本文关注 DBMS 领域。DBMS 项目的长生命周期、高可靠性要求和复杂技术栈可能导致其 Reference behavior 不同于 Web 框架、机器学习库、移动应用或云原生基础设施项目。更重要的是，当前 RefQN 是 seed-centered observed quotient network：294 个 seed projects 具有完整 source observation，而 expanded target nodes 不具有对称 source observation。因此，本文结果更适合作为开源 DBMS 领域内的经验发现，以及跨领域比较研究的参照基线，而不是直接作为完整 GitHub ecosystem network 或所有 OSS 生态的普遍规律。","294","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/seed_observability_audit.json","seed_count;expanded_target_count;expanded_targets_are_source_complete","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0674","### 6.4 Conclusion Validity（结论效度）","line 674","### 6.4 Conclusion Validity（结论效度）","6.4","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0676","### 6.4 Conclusion Validity（结论效度）","line 676","本文的统计链包括 descriptive statistics、Spearman cross-sectional association、Kruskal-Wallis test、epsilon-squared effect size、Benjamini-Hochberg FDR correction，以及 include_mixed / exclude_mixed_or_multilabel 两种标签口径下的 sensitivity comparison。对于 structural brokerage，approximate betweenness 仅基于固定 500-node sample 和 random seed，因而只能作为当前 LCC shortest-path structure 中的候选位置描述。上述结论均限定在当前数据、分析映射和观测边界内；非显著结果不被写成支持性证据，局部显著或描述性差异也不扩展为全局规律。","500","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0678","### 6.5 Reliability（可靠性）","line 678","### 6.5 Reliability（可靠性）","6.5","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0684","## 7 数据与代码可用性","line 684","## 7 数据与代码可用性","7","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0696","## 8 补充材料说明","line 696","## 8 补充材料说明","8","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0700","## 9 结论","line 700","## 9 结论","9","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0715","### A.1 Reproducibility identity","line 715","### A.1 Reproducibility identity","1","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0719","### A.1 Reproducibility identity","line 719","- P0-v3 scientific/shared implementation commit: 25c6ef3f49af04e916f10e129d976ce7c2119fd8","25;9;4;16;0;29;76;119","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0720","### A.1 Reproducibility identity","line 720","- P0-v3 accepted result commit: 2d284f4bc83c42ba6555a09a2e42693c5490b827","2;84;3;555;9;2693;490;27","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0722","### A.1 Reproducibility identity","line 722","- P0-v3 manifest SHA-256: be802b9df223c99bc2089a76ae9ec6e0b6047ab0c58237a5fc3050b51dcc9776","256;02;23;9;089;6;047;8237;050;1;776","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0723","### A.1 Reproducibility identity","line 723","- P0-v3 config SHA-256: 43f97f9a2d177d325415bfbcc504f1779882cf83685b4fdebe505c8fed8e7cb0","256;43;7;77;25415;04;779882;3685;05","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0725","### A.1 Reproducibility identity","line 725","- Supplemental package manifest SHA-256: 78d07fbda2a045ba309a1cfcb23a68ca2baafa910008b6483c0c4e0acf9211bd","256;78;7;45;09;3;8;10008;483;211","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0727","### A.1 Reproducibility identity","line 727","- Study year: 2023","2023","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json","branch;release_status","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0728","### A.1 Reproducibility identity","line 728","- P0-v3 runtime: Python 3.9.13, pandas 1.4.4, NumPy 1.26.4, SciPy 1.13.1, NetworkX 3.1, GH-CoRE 2.3.1","3.9;13,;1.4;4,;1.26;1.13;1,;3.1;2.3;1","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0729","### A.1 Reproducibility identity","line 729","- Supplemental implementation authority: de9f03a1efb76f3abd2b7b6239f7748f40498d90","3;6;239;748;0498;0","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json","branch;release_status","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0730","### A.1 Reproducibility identity","line 730","- Package-manifest commit: 19e2f9a5d619de9620a6934f53321eb0704fe953","19;620;934;3321;704;53","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0731","### A.1 Reproducibility identity","line 731","- Supplemental package runtime: Python 3.9.13, pandas 1.5.3, NumPy 1.26.4, SciPy 1.13.1, NetworkX 3.1, GH-CoRE 2.3.1","3.9;13,;1.5;3,;1.26;4,;1.13;1,;3.1;2.3;1","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0733","### A.1 Reproducibility identity","line 733","- S7 status: KEPT_FIXED_OBJECT (G09 = PASS)","9","PROVENANCE_IDENTITY","docs/freeze/ch5_refq_p0v3_s7_fixed_object_overlap_runtime_gate_v1.md","S7 status;G09","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0737","### A.2 Membership and observation audits","line 737","### A.2 Membership and observation audits","2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0739","### A.2 Membership and observation audits","line 739","membership_audit.json reports PASS and retains only entities with a unique project membership under the stated rule. The source-admission flow contains 3,748,078 scanned input records, 3,747,958 admitted source-observation records, 120 out-of-seed source records, and 1,586,047 quotient-eligible records. The corrected quotient audit reports 1,586,047 total weight, 9,884 directed edges including self-loops, 289 self-loops and 9,595 directed cross-project edges.","3,748,078;3,747,958;120;1,586,047;9,884;289;9,595","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/quotient_construction_audit.json","scanned_input_rows;retained_reference_records;quotient_eligible_records;refq_directed_edges_including_self_loops;refq_self_loops;refq_directed_cross_project_edges","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0741","### A.2 Membership and observation audits","line 741","seed_observability_audit.json reports 294 analysis seeds, 6,212 expanded targets, 262 positive-out-degree seeds and 32 zero-out-degree seeds. Expanded targets remain not source-complete. Non-project external targets do not enter RefQN.","294;6,212;262;32","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/seed_observability_audit.json","seed_count;expanded_target_count;positive_out_degree_seeds;zero_out_degree_seeds","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0743","### A.3 Artifact-to-RQ coverage","line 743","### A.3 Artifact-to-RQ coverage","3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0746","### A.3 Artifact-to-RQ coverage","line 746","- RQ2a: source-role metrics, source-role top-50 output and directed cross-project edge table.","50","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json","branch;release_status","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0747","### A.3 Artifact-to-RQ coverage","line 747","- RQ2b: target-role metrics, target-role top-50 output, target category/type breakdown and target concentration.","50","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json","branch;release_status","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0748","### A.3 Artifact-to-RQ coverage","line 748","- RQ2c: undirected-view edge tables, LCC edge table, undirected summary, algorithmic communities and structural brokerage candidates/top-50.","50","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json","branch;release_status","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0751","### A.3 Artifact-to-RQ coverage","line 751","All main-result numbers in sections 3 and 4 are traceable to the frozen P0-v3 and supplemental package files listed above. No second-order projection was executed.","3;4","PROVENANCE_IDENTITY","outputs/reference_quotient_p0_corrected_v3/manifest.json;supplemental/reference_quotient_v2/outputs_p0v3/manifest.json","branch;implementation_commit;manifest_sha256;config_sha256;runtime_versions;release_status;package_version","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
